image,distance,aq_scale,aq_mean,file_size,bpp,dssim,ssimulacra2,encode_ms
ecom_clothing_irene-kredenets-dwKiHoqqxk8-unsplash.png,3,1.000,0.1363,43795,0.4380,0.001003,74.79,21
ecom_clothing_irene-kredenets-dwKiHoqqxk8-unsplash.png,3,1.250,0.1703,42919,0.4292,0.001047,74.18,20
ecom_clothing_irene-kredenets-dwKiHoqqxk8-unsplash.png,3,1.500,0.2044,42047,0.4205,0.001097,73.52,21
ecom_clothing_irene-kredenets-dwKiHoqqxk8-unsplash.png,3,1.750,0.2385,41198,0.4120,0.001150,72.68,21
ecom_clothing_irene-kredenets-dwKiHoqqxk8-unsplash.png,3,2.000,0.2725,40442,0.4044,0.001203,72.01,20
ecom_clothing_irene-kredenets-dwKiHoqqxk8-unsplash.png,3,2.500,0.3407,38953,0.3895,0.001319,70.53,20
ecom_clothing_irene-kredenets-dwKiHoqqxk8-unsplash.png,3,3.000,0.4088,37678,0.3768,0.001441,68.95,20
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,0.5,0.250,0.0954,562050,5.0453,0.000176,90.09,35
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,0.5,0.500,0.1908,547235,4.9123,0.000196,89.40,36
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,0.5,0.750,0.2862,533597,4.7899,0.000218,88.72,34
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,0.5,1.000,0.3816,520228,4.6699,0.000243,87.98,35
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,0.5,1.250,0.4770,507984,4.5600,0.000269,87.30,32
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,0.5,1.500,0.5724,496241,4.4546,0.000297,86.61,34
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,0.5,1.750,0.6678,483992,4.3446,0.000326,86.06,33
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,0.5,2.000,0.7632,472866,4.2448,0.000355,85.44,33
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,0.5,2.500,0.9540,452215,4.0594,0.000417,84.24,31
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,0.5,3.000,1.1448,433061,3.8874,0.000478,83.18,33
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1,0.250,0.0954,367494,3.2989,0.000536,84.16,31
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1,0.500,0.1908,354651,3.1836,0.000593,83.09,32
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1,0.750,0.2862,341220,3.0630,0.000656,82.21,29
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1,1.000,0.3816,329177,2.9549,0.000723,81.22,31
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1,1.250,0.4770,318506,2.8591,0.000796,80.34,29
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1,1.500,0.5724,308655,2.7707,0.000868,79.49,30
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1,1.750,0.6678,299251,2.6863,0.000940,78.74,28
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1,2.000,0.7632,290201,2.6050,0.001014,78.04,30
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1,2.500,0.9540,273451,2.4547,0.001168,76.51,29
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1,3.000,1.1448,259039,2.3253,0.001330,75.27,28
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1.5,0.250,0.0964,283032,2.5407,0.000932,80.25,30
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1.5,0.500,0.1929,271349,2.4358,0.001018,79.03,30
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1.5,0.750,0.2893,260241,2.3361,0.001109,77.89,29
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1.5,1.000,0.3857,250441,2.2481,0.001214,76.86,28
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1.5,1.250,0.4822,241858,2.1711,0.001325,75.87,29
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1.5,1.500,0.5786,233977,2.1003,0.001436,74.97,28
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1.5,1.750,0.6751,226324,2.0316,0.001552,73.89,28
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1.5,2.000,0.7715,219096,1.9668,0.001668,72.80,29
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1.5,2.500,0.9644,206240,1.8513,0.001899,71.09,27
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,1.5,3.000,1.1572,195085,1.7512,0.002132,69.50,27
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,2,0.250,0.0979,236229,2.1205,0.001307,77.36,28
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,2,0.500,0.1958,226245,2.0309,0.001422,76.13,28
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,2,0.750,0.2936,216584,1.9442,0.001548,75.03,28
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,2,1.000,0.3915,208228,1.8692,0.001684,73.75,28
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,2,1.250,0.4894,200734,1.8019,0.001826,72.70,27
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,2,1.500,0.5873,194063,1.7420,0.001975,71.42,27
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,2,1.750,0.6851,187619,1.6842,0.002122,70.34,28
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,2,2.000,0.7830,181935,1.6332,0.002270,69.33,27
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,2,2.500,0.9788,171147,1.5363,0.002577,67.51,27
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,2,3.000,1.1745,161751,1.4520,0.002891,65.96,26
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,3,0.250,0.1009,184048,1.6521,0.002014,73.12,27
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,3,0.500,0.2019,176406,1.5835,0.002171,71.57,27
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,3,0.750,0.3028,169461,1.5212,0.002342,70.36,27
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,3,1.000,0.4038,163069,1.4638,0.002530,68.98,27
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,3,1.250,0.5047,157527,1.4141,0.002726,67.69,28
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,3,1.500,0.6057,152596,1.3698,0.002934,66.51,25
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,3,1.750,0.7066,148096,1.3294,0.003145,65.31,27
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,3,2.000,0.8076,143585,1.2889,0.003350,64.35,24
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,3,2.500,1.0094,135281,1.2144,0.003771,62.42,28
ecom_general_corina-skoblar-Jvk3EpPQ7MY-unsplash.png,3,3.000,1.2113,128189,1.1507,0.004190,60.54,24
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,0.5,0.250,0.0556,284881,2.8488,0.000204,90.88,26
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,0.5,0.500,0.1111,277721,2.7772,0.000216,90.48,25
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,0.5,0.750,0.1667,271024,2.7102,0.000228,90.10,26
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,0.5,1.000,0.2223,265161,2.6516,0.000241,89.63,25
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,0.5,1.250,0.2778,259323,2.5932,0.000256,89.31,25
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,0.5,1.500,0.3334,253830,2.5383,0.000270,88.94,25
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,0.5,1.750,0.3890,248495,2.4849,0.000287,88.46,26
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,0.5,2.000,0.4445,243217,2.4322,0.000303,88.16,25
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,0.5,2.500,0.5556,233574,2.3357,0.000340,87.25,24
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,0.5,3.000,0.6668,225293,2.2529,0.000378,86.52,24
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1,0.250,0.0556,180546,1.8055,0.000536,86.09,24
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1,0.500,0.1111,175178,1.7518,0.000564,85.52,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1,0.750,0.1667,169776,1.6978,0.000596,84.93,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1,1.000,0.2223,164834,1.6483,0.000636,84.24,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1,1.250,0.2778,160406,1.6041,0.000680,83.58,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1,1.500,0.3334,156531,1.5653,0.000725,82.98,24
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1,1.750,0.3890,152799,1.5280,0.000772,82.32,24
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1,2.000,0.4445,149331,1.4933,0.000824,81.35,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1,2.500,0.5556,142811,1.4281,0.000932,80.29,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1,3.000,0.6668,137248,1.3725,0.001042,79.23,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1.5,0.250,0.0582,140361,1.4036,0.000849,82.64,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1.5,0.500,0.1164,136043,1.3604,0.000901,81.84,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1.5,0.750,0.1747,132017,1.3202,0.000963,81.11,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1.5,1.000,0.2329,128013,1.2801,0.001032,80.35,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1.5,1.250,0.2911,124288,1.2429,0.001112,79.17,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1.5,1.500,0.3493,120963,1.2096,0.001191,78.40,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1.5,1.750,0.4076,117884,1.1788,0.001274,77.70,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1.5,2.000,0.4658,114976,1.1498,0.001365,76.88,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1.5,2.500,0.5822,109678,1.0968,0.001546,75.46,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,1.5,3.000,0.6987,104957,1.0496,0.001733,73.71,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,2,0.250,0.0619,119156,1.1916,0.001212,79.72,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,2,0.500,0.1238,115253,1.1525,0.001285,78.84,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,2,0.750,0.1857,111405,1.1140,0.001377,77.92,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,2,1.000,0.2476,107914,1.0791,0.001477,76.71,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,2,1.250,0.3094,104846,1.0485,0.001584,75.71,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,2,1.500,0.3713,102004,1.0200,0.001699,74.90,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,2,1.750,0.4332,99195,0.9919,0.001813,74.11,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,2,2.000,0.4951,96699,0.9670,0.001932,73.30,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,2,2.500,0.6189,92103,0.9210,0.002187,71.30,21
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,2,3.000,0.7427,87940,0.8794,0.002457,69.43,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,3,0.250,0.0697,95437,0.9544,0.001946,74.32,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,3,0.500,0.1393,92225,0.9223,0.002066,73.40,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,3,0.750,0.2090,89242,0.8924,0.002204,72.38,21
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,3,1.000,0.2787,86370,0.8637,0.002359,71.23,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,3,1.250,0.3484,83759,0.8376,0.002524,70.33,23
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,3,1.500,0.4180,81423,0.8142,0.002695,69.28,22
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,3,1.750,0.4877,79244,0.7924,0.002882,68.24,21
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,3,2.000,0.5574,77144,0.7714,0.003070,67.10,21
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,3,2.500,0.6967,73367,0.7337,0.003445,64.84,21
ecom_general_mae-mu-I7A_pHLcQK8-unsplash.png,3,3.000,0.8361,70148,0.7015,0.003822,62.90,21
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,0.5,0.250,0.0397,234344,1.9529,0.000239,89.54,30
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,0.5,0.500,0.0794,227639,1.8970,0.000250,89.15,32
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,0.5,0.750,0.1191,221754,1.8479,0.000263,88.79,31
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,0.5,1.000,0.1588,216120,1.8010,0.000276,88.51,32
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,0.5,1.250,0.1984,211135,1.7595,0.000289,88.33,29
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,0.5,1.500,0.2381,206217,1.7185,0.000303,88.11,29
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,0.5,1.750,0.2778,201811,1.6818,0.000319,87.76,29
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,0.5,2.000,0.3175,197603,1.6467,0.000335,87.44,31
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,0.5,2.500,0.3969,190073,1.5839,0.000367,86.98,29
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,0.5,3.000,0.4763,182951,1.5246,0.000399,86.50,28
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1,0.250,0.0397,129985,1.0832,0.000557,84.99,28
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1,0.500,0.0794,125878,1.0490,0.000584,84.61,28
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1,0.750,0.1191,122297,1.0191,0.000613,84.23,27
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1,1.000,0.1588,119237,0.9936,0.000645,83.75,28
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1,1.250,0.1984,116263,0.9689,0.000680,83.34,27
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1,1.500,0.2381,113697,0.9475,0.000715,82.90,27
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1,1.750,0.2778,111280,0.9273,0.000752,82.50,27
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1,2.000,0.3175,109021,0.9085,0.000789,82.02,27
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1,2.500,0.3969,104899,0.8742,0.000870,81.10,27
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1,3.000,0.4763,101336,0.8445,0.000953,80.13,29
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1.5,0.250,0.0429,98755,0.8230,0.000819,81.90,28
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1.5,0.500,0.0859,95699,0.7975,0.000862,81.45,27
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1.5,0.750,0.1288,93160,0.7763,0.000912,80.86,27
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1.5,1.000,0.1718,90801,0.7567,0.000966,80.25,26
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1.5,1.250,0.2147,88752,0.7396,0.001025,79.61,28
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1.5,1.500,0.2577,86849,0.7237,0.001083,79.01,28
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1.5,1.750,0.3006,85063,0.7089,0.001142,78.41,27
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1.5,2.000,0.3435,83366,0.6947,0.001203,77.81,27
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1.5,2.500,0.4294,80374,0.6698,0.001326,76.72,28
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,1.5,3.000,0.5153,77690,0.6474,0.001455,75.66,26
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,2,0.250,0.0474,82880,0.6907,0.001135,78.87,29
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,2,0.500,0.0949,80343,0.6695,0.001197,78.28,26
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,2,0.750,0.1423,78242,0.6520,0.001269,77.59,26
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,2,1.000,0.1897,76310,0.6359,0.001341,76.91,26
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,2,1.250,0.2372,74504,0.6209,0.001418,76.21,27
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,2,1.500,0.2846,72829,0.6069,0.001498,75.52,26
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,2,1.750,0.3320,71278,0.5940,0.001581,74.86,27
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,2,2.000,0.3795,69811,0.5818,0.001667,74.19,27
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,2,2.500,0.4743,67329,0.5611,0.001835,72.96,26
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,2,3.000,0.5692,65155,0.5430,0.002006,71.77,25
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,3,0.250,0.0570,66116,0.5510,0.001694,74.31,26
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,3,0.500,0.1139,64248,0.5354,0.001786,73.55,26
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,3,0.750,0.1709,62639,0.5220,0.001887,72.74,26
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,3,1.000,0.2279,61160,0.5097,0.002001,71.89,26
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,3,1.250,0.2849,59894,0.4991,0.002120,71.10,26
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,3,1.500,0.3418,58670,0.4889,0.002235,70.40,26
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,3,1.750,0.3988,57474,0.4789,0.002363,69.59,25
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,3,2.000,0.4558,56444,0.4704,0.002484,68.86,25
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,3,2.500,0.5697,54617,0.4551,0.002723,67.43,25
ecom_general_natali-hordiiuk-_D5cRupzYNQ-unsplash.png,3,3.000,0.6837,52909,0.4409,0.002968,66.04,25
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,0.5,0.250,0.0620,449623,2.8101,0.000285,88.99,45
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,0.5,0.500,0.1240,435744,2.7234,0.000306,88.32,42
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,0.5,0.750,0.1860,423256,2.6454,0.000328,87.90,41
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,0.5,1.000,0.2479,411177,2.5699,0.000352,87.48,41
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,0.5,1.250,0.3099,399718,2.4982,0.000376,86.88,43
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,0.5,1.500,0.3719,388462,2.4279,0.000402,86.48,42
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,0.5,1.750,0.4339,377922,2.3620,0.000428,85.90,40
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,0.5,2.000,0.4959,367955,2.2997,0.000454,85.52,39
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,0.5,2.500,0.6199,349707,2.1857,0.000506,84.57,38
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,0.5,3.000,0.7438,333571,2.0848,0.000558,83.81,39
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1,0.250,0.0620,250330,1.5646,0.000745,83.24,38
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1,0.500,0.1240,240195,1.5012,0.000791,82.49,37
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1,0.750,0.1860,231106,1.4444,0.000841,81.70,36
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1,1.000,0.2479,223050,1.3941,0.000893,80.92,37
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1,1.250,0.3099,215560,1.3473,0.000945,80.18,38
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1,1.500,0.3719,208600,1.3037,0.000998,79.44,36
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1,1.750,0.4339,202380,1.2649,0.001053,78.76,40
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1,2.000,0.4959,196644,1.2290,0.001108,78.22,35
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1,2.500,0.6199,186616,1.1663,0.001215,76.96,35
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1,3.000,0.7438,178123,1.1133,0.001318,75.98,36
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1.5,0.250,0.0645,181393,1.1337,0.001165,79.09,37
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1.5,0.500,0.1290,174259,1.0891,0.001227,78.28,35
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1.5,0.750,0.1936,168016,1.0501,0.001295,77.38,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1.5,1.000,0.2581,162554,1.0160,0.001366,76.61,35
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1.5,1.250,0.3226,157610,0.9851,0.001438,75.85,35
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1.5,1.500,0.3871,152860,0.9554,0.001512,75.06,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1.5,1.750,0.4517,148578,0.9286,0.001587,74.31,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1.5,2.000,0.5162,144667,0.9042,0.001658,73.74,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1.5,2.500,0.6452,137839,0.8615,0.001807,72.24,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,1.5,3.000,0.7743,131940,0.8246,0.001950,71.04,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,2,0.250,0.0680,147872,0.9242,0.001589,75.05,36
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,2,0.500,0.1360,142530,0.8908,0.001667,74.15,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,2,0.750,0.2040,137614,0.8601,0.001751,73.28,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,2,1.000,0.2720,133394,0.8337,0.001842,72.52,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,2,1.250,0.3400,129585,0.8099,0.001932,71.66,35
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,2,1.500,0.4080,126105,0.7882,0.002020,70.85,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,2,1.750,0.4760,122778,0.7674,0.002107,70.28,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,2,2.000,0.5440,119810,0.7488,0.002195,69.27,33
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,2,2.500,0.6800,114421,0.7151,0.002366,67.89,35
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,2,3.000,0.8160,109744,0.6859,0.002531,66.45,33
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,3,0.250,0.0753,115302,0.7206,0.002237,70.21,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,3,0.500,0.1506,111498,0.6969,0.002332,69.34,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,3,0.750,0.2259,108371,0.6773,0.002434,68.43,33
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,3,1.000,0.3012,105583,0.6599,0.002538,67.63,34
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,3,1.250,0.3765,103033,0.6440,0.002645,66.88,33
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,3,1.500,0.4518,100514,0.6282,0.002750,66.00,33
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,3,1.750,0.5271,98224,0.6139,0.002862,65.19,33
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,3,2.000,0.6024,96176,0.6011,0.002969,64.46,35
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,3,2.500,0.7530,92526,0.5783,0.003180,62.86,32
ecom_general_varun-singh-Gp1GCOLryy4-unsplash.png,3,3.000,0.9036,89434,0.5590,0.003396,61.23,33
ecom_marketing_16333901_Tailors sewing clothes in studio.png,0.5,0.250,0.0199,78924,1.6757,0.000108,89.45,7
ecom_marketing_16333901_Tailors sewing clothes in studio.png,0.5,0.500,0.0397,77642,1.6485,0.000118,88.83,9
ecom_marketing_16333901_Tailors sewing clothes in studio.png,0.5,0.750,0.0596,76594,1.6262,0.000132,88.26,8
ecom_marketing_16333901_Tailors sewing clothes in studio.png,0.5,1.000,0.0794,75596,1.6050,0.000147,87.67,8
ecom_marketing_16333901_Tailors sewing clothes in studio.png,0.5,1.250,0.0993,74645,1.5848,0.000163,87.20,8
ecom_marketing_16333901_Tailors sewing clothes in studio.png,0.5,1.500,0.1191,73737,1.5655,0.000179,86.65,9
ecom_marketing_16333901_Tailors sewing clothes in studio.png,0.5,1.750,0.1390,72964,1.5491,0.000194,86.17,8
ecom_marketing_16333901_Tailors sewing clothes in studio.png,0.5,2.000,0.1589,72231,1.5336,0.000219,85.47,9
ecom_marketing_16333901_Tailors sewing clothes in studio.png,0.5,2.500,0.1986,70852,1.5043,0.000258,84.33,8
ecom_marketing_16333901_Tailors sewing clothes in studio.png,0.5,3.000,0.2383,69494,1.4755,0.000300,83.22,8
ecom_marketing_16333901_Tailors sewing clothes in studio.png,1,0.250,0.0199,58863,1.2497,0.000286,85.14,8
ecom_marketing_16333901_Tailors sewing clothes in studio.png,1,0.500,0.0397,57643,1.2238,0.000312,84.34,8
